Siglent Technologies,SSA5085A,SSA5AA4D900088,1.9.0.2.2R3
PMA Benchtop NPD v2.00,,,
Frequency Start = 2.0 GHz,,,
Frequency Stop = 5.0 GHz,,,
Frequency Step = 0.3 MHz,,,
Number of Frequency Points = 10001.0,,,
Number of Averages = 10.0,,,
Resolution Bandwidth = 10.0 KHz,,,
,,,
Freq(GHz),Raw Data,dBm/Hz,
2.2205,-120.0868,-160.0868,
2.2208,-118.0942,-158.0942,
2.2211,-120.4143,-160.4143,
2.2214,-118.8668,-158.8668,
2.2217,-118.4818,-158.4818,
2.222,-118.0942,-158.0942,
2.2223,-118.9939,-158.9939,
2.2226,-117.9639,-157.9639,
2.2229,-119.947,-159.947,
2.2232,-119.6517,-159.6517,
2.2235,-120.2315,-160.2315,
2.2238,-118.868,-158.868,
2.2241,-120.9325,-160.9325,
2.2244,-118.78,-158.78,
2.2247,-117.9213,-157.9213,
2.225,-120.098,-160.098,
2.2253,-118.0432,-158.0432,
2.2256,-119.3199,-159.3199,
2.2259,-119.3803,-159.3803,
2.2262,-118.3248,-158.3248,
2.2265,-118.4157,-158.4157,
2.2268,-118.5185,-158.5185,
2.2271,-118.5405,-158.5405,
2.2274,-118.9547,-158.9547,
2.2277,-119.8158,-159.8158,
2.228,-120.4127,-160.4127,
2.2283,-118.6308,-158.6308,
2.2286,-118.4008,-158.4008,
2.2289,-118.6483,-158.6483,
2.2292,-116.7829,-156.7829,
2.2295,-120.0572,-160.0572,
2.2298,-118.0476,-158.0476,
2.2301,-119.3378,-159.3378,
2.2304,-118.8969,-158.8969,
2.2307,-117.7696,-157.7696,
2.231,-118.0831,-158.0831,
2.2313,-117.3444,-157.3444,
2.2316,-116.3674,-156.3674,
2.2319,-119.2379,-159.2379,
2.2322,-117.7685,-157.7685,
2.2325,-117.989,-157.989,
2.2328,-121.0928,-161.0928,
2.2331,-117.3662,-157.3662,
2.2334,-116.3572,-156.3572,
2.2337,-118.8086,-158.8086,
2.234,-116.3221,-156.3221,
2.2343,-119.5149,-159.5149,
2.2346,-118.9203,-158.9203,
2.2349,-119.4719,-159.4719,
2.2352,-119.4791,-159.4791,
2.2355,-117.5557,-157.5557,
2.2358,-118.3597,-158.3597,
2.2361,-116.9084,-156.9084,
2.2364,-118.5944,-158.5944,
2.2367,-120.5816,-160.5816,
2.237,-119.0168,-159.0168,
2.2373,-116.9343,-156.9343,
2.2376,-119.2977,-159.2977,
2.2379,-117.1746,-157.1746,
2.2382,-117.9984,-157.9984,
2.2385,-117.8995,-157.8995,
2.2388,-118.5312,-158.5312,
2.2391,-118.6039,-158.6039,
2.2394,-117.9537,-157.9537,
2.2397,-119.2226,-159.2226,
2.24,-119.1252,-159.1252,
2.2403,-118.7724,-158.7724,
2.2406,-118.7177,-158.7177,
2.2409,-117.6975,-157.6975,
2.2412,-118.4743,-158.4743,
2.2415,-117.6876,-157.6876,
2.2418,-118.7215,-158.7215,
2.2421,-119.7123,-159.7123,
2.2424,-118.7871,-158.7871,
2.2427,-118.2638,-158.2638,
2.243,-118.0905,-158.0905,
2.2433,-117.4413,-157.4413,
2.2436,-118.1632,-158.1632,
2.2439,-117.2217,-157.2217,
2.2442,-118.4313,-158.4313,
2.2445,-119.0341,-159.0341,
2.2448,-118.2615,-158.2615,
2.2451,-119.6066,-159.6066,
2.2454,-117.7095,-157.7095,
2.2457,-117.5732,-157.5732,
2.246,-119.1394,-159.1394,
2.2463,-118.9292,-158.9292,
2.2466,-117.1165,-157.1165,
2.2469,-119.1034,-159.1034,
2.2472,-119.1155,-159.1155,
2.2475,-118.5249,-158.5249,
2.2478,-117.2047,-157.2047,
2.2481,-119.5268,-159.5268,
2.2484,-119.8945,-159.8945,
2.2487,-119.2595,-159.2595,
2.249,-119.2631,-159.2631,
2.2493,-117.6536,-157.6536,
2.2496,-118.2865,-158.2865,
2.2499,-119.5476,-159.5476,
2.2502,-120.502,-160.502,
2.2505,-118.347,-158.347,
2.2508,-118.641,-158.641,
2.2511,-119.0128,-159.0128,
2.2514,-118.8184,-158.8184,
2.2517,-117.6226,-157.6226,
2.252,-119.8894,-159.8894,
2.2523,-119.2974,-159.2974,
2.2526,-119.072,-159.072,
2.2529,-121.0318,-161.0318,
2.2532,-118.7669,-158.7669,
2.2535,-118.7098,-158.7098,
2.2538,-117.388,-157.388,
2.2541,-118.0098,-158.0098,
2.2544,-117.9513,-157.9513,
2.2547,-118.8161,-158.8161,
2.255,-117.5281,-157.5281,
2.2553,-117.8096,-157.8096,
2.2556,-119.6364,-159.6364,
2.2559,-117.4144,-157.4144,
2.2562,-120.9646,-160.9646,
2.2565,-120.2184,-160.2184,
2.2568,-119.8502,-159.8502,
2.2571,-118.1602,-158.1602,
2.2574,-120.3496,-160.3496,
2.2577,-117.6209,-157.6209,
2.258,-118.4959,-158.4959,
2.2583,-119.3872,-159.3872,
2.2586,-119.9478,-159.9478,
2.2589,-118.2961,-158.2961,
2.2592,-117.8127,-157.8127,
2.2595,-117.0628,-157.0628,
2.2598,-120.4807,-160.4807,
2.2601,-118.7304,-158.7304,
2.2604,-117.7559,-157.7559,
2.2607,-118.7719,-158.7719,
2.261,-117.8518,-157.8518,
2.2613,-117.7317,-157.7317,
2.2616,-116.5449,-156.5449,
2.2619,-117.6337,-157.6337,
2.2622,-117.7834,-157.7834,
2.2625,-119.6178,-159.6178,
2.2628,-119.7388,-159.7388,
2.2631,-118.3588,-158.3588,
2.2634,-118.9791,-158.9791,
2.2637,-117.0764,-157.0764,
2.264,-118.9095,-158.9095,
2.2643,-119.6664,-159.6664,
2.2646,-117.5325,-157.5325,
2.2649,-118.9367,-158.9367,
2.2652,-119.0237,-159.0237,
2.2655,-119.2523,-159.2523,
2.2658,-117.0916,-157.0916,
2.2661,-118.804,-158.804,
2.2664,-118.8109,-158.8109,
2.2667,-119.1857,-159.1857,
2.267,-118.3385,-158.3385,
2.2673,-118.9323,-158.9323,
2.2676,-119.9973,-159.9973,
2.2679,-118.0872,-158.0872,
2.2682,-118.7898,-158.7898,
2.2685,-118.4656,-158.4656,
2.2688,-118.277,-158.277,
2.2691,-118.6996,-158.6996,
2.2694,-117.4136,-157.4136,
2.2697,-119.2765,-159.2765,
2.27,-118.7986,-158.7986,
2.2703,-119.5775,-159.5775,
2.2706,-119.6823,-159.6823,
2.2709,-118.5259,-158.5259,
2.2712,-118.2017,-158.2017,
2.2715,-118.0584,-158.0584,
2.2718,-118.9958,-158.9958,
2.2721,-119.229,-159.229,
2.2724,-119.9589,-159.9589,
2.2727,-116.2361,-156.2361,
2.273,-119.2908,-159.2908,
2.2733,-117.5843,-157.5843,
2.2736,-117.7829,-157.7829,
2.2739,-119.6074,-159.6074,
2.2742,-117.4326,-157.4326,
2.2745,-118.5566,-158.5566,
2.2748,-119.6109,-159.6109,
2.2751,-118.3487,-158.3487,
2.2754,-119.8977,-159.8977,
2.2757,-117.6018,-157.6018,
2.276,-118.6331,-158.6331,
2.2763,-117.5117,-157.5117,
2.2766,-118.6308,-158.6308,
2.2769,-118.8172,-158.8172,
2.2772,-119.5203,-159.5203,
2.2775,-117.8676,-157.8676,
2.2778,-118.4275,-158.4275,
2.2781,-118.1374,-158.1374,
2.2784,-117.365,-157.365,
2.2787,-118.355,-158.355,
2.279,-119.0692,-159.0692,
2.2793,-116.7603,-156.7603,
2.2796,-119.7068,-159.7068,
2.2799,-117.7248,-157.7248,
2.2802,-118.2389,-158.2389,
2.2805,-118.6268,-158.6268,
2.2808,-117.2556,-157.2556,
2.2811,-118.166,-158.166,
2.2814,-118.051,-158.051,
2.2817,-119.169,-159.169,
2.282,-117.7906,-157.7906,
2.2823,-117.5845,-157.5845,
2.2826,-117.7724,-157.7724,
2.2829,-118.4136,-158.4136,
2.2832,-115.8542,-155.8542,
2.2835,-120.4871,-160.4871,
2.2838,-118.9577,-158.9577,
2.2841,-118.7264,-158.7264,
2.2844,-119.6677,-159.6677,
2.2847,-119.1256,-159.1256,
2.285,-120.292,-160.292,
2.2853,-120.0721,-160.0721,
2.2856,-117.6824,-157.6824,
2.2859,-119.08,-159.08,
2.2862,-119.7341,-159.7341,
2.2865,-119.539,-159.539,
2.2868,-118.9466,-158.9466,
2.2871,-119.5997,-159.5997,
2.2874,-118.6914,-158.6914,
2.2877,-118.9507,-158.9507,
2.288,-119.6209,-159.6209,
2.2883,-118.5308,-158.5308,
2.2886,-118.8605,-158.8605,
2.2889,-120.8178,-160.8178,
2.2892,-119.5669,-159.5669,
2.2895,-117.2552,-157.2552,
2.2898,-118.407,-158.407,
2.2901,-118.4123,-158.4123,
2.2904,-117.5166,-157.5166,
2.2907,-120.9147,-160.9147,
2.291,-119.146,-159.146,
2.2913,-119.1635,-159.1635,
2.2916,-119.3435,-159.3435,
2.2919,-118.2291,-158.2291,
2.2922,-119.2386,-159.2386,
2.2925,-119.1586,-159.1586,
2.2928,-118.9946,-158.9946,
2.2931,-118.7126,-158.7126,
2.2934,-119.3063,-159.3063,
2.2937,-119.3126,-159.3126,
2.294,-118.2852,-158.2852,
2.2943,-120.4494,-160.4494,
2.2946,-118.1916,-158.1916,
2.2949,-117.8168,-157.8168,
2.2952,-118.8786,-158.8786,
2.2955,-120.2542,-160.2542,
2.2958,-118.4381,-158.4381,
2.2961,-118.4293,-158.4293,
2.2964,-118.6587,-158.6587,
2.2967,-121.1427,-161.1427,
2.297,-117.0058,-157.0058,
2.2973,-118.866,-158.866,
2.2976,-119.5185,-159.5185,
2.2979,-117.1728,-157.1728,
2.2982,-118.3709,-158.3709,
2.2985,-119.2039,-159.2039,
2.2988,-119.198,-159.198,
2.2991,-118.2411,-158.2411,
2.2994,-117.1559,-157.1559,
2.2997,-119.9148,-159.9148,
2.3,-118.2762,-158.2762,
2.3003,-119.1669,-159.1669,
2.3006,-118.4828,-158.4828,
2.3009,-119.1298,-159.1298,
2.3012,-117.784,-157.784,
2.3015,-119.2528,-159.2528,
2.3018,-118.3871,-158.3871,
2.3021,-118.7911,-158.7911,
2.3024,-117.7924,-157.7924,
2.3027,-117.0726,-157.0726,
2.303,-119.1468,-159.1468,
2.3033,-117.6628,-157.6628,
2.3036,-119.4025,-159.4025,
2.3039,-120.3147,-160.3147,
2.3042,-118.2023,-158.2023,
2.3045,-117.691,-157.691,
2.3048,-117.2101,-157.2101,
2.3051,-119.2677,-159.2677,
2.3054,-119.1491,-159.1491,
2.3057,-120.1095,-160.1095,
2.306,-119.3655,-159.3655,
2.3063,-119.1251,-159.1251,
2.3066,-119.4005,-159.4005,
2.3069,-119.8051,-159.8051,
2.3072,-119.5783,-159.5783,
2.3075,-119.3625,-159.3625,
2.3078,-118.2431,-158.2431,
2.3081,-118.2577,-158.2577,
2.3084,-120.1615,-160.1615,
2.3087,-118.1878,-158.1878,
2.309,-121.2832,-161.2832,
2.3093,-117.9757,-157.9757,
2.3096,-118.6742,-158.6742,
2.3099,-117.851,-157.851,
2.3102,-117.7438,-157.7438,
2.3105,-117.2204,-157.2204,
2.3108,-119.7425,-159.7425,
2.3111,-118.9086,-158.9086,
2.3114,-116.6801,-156.6801,
2.3117,-116.5639,-156.5639,
2.312,-118.7525,-158.7525,
2.3123,-118.3275,-158.3275,
2.3126,-118.6105,-158.6105,
2.3129,-117.9303,-157.9303,
2.3132,-119.1947,-159.1947,
2.3135,-118.3211,-158.3211,
2.3138,-118.7745,-158.7745,
2.3141,-118.4959,-158.4959,
2.3144,-117.2037,-157.2037,
2.3147,-118.141,-158.141,
2.315,-119.2321,-159.2321,
2.3153,-117.6932,-157.6932,
2.3156,-120.455,-160.455,
2.3159,-119.4286,-159.4286,
2.3162,-120.009,-160.009,
2.3165,-118.4321,-158.4321,
2.3168,-119.0247,-159.0247,
2.3171,-120.5917,-160.5917,
2.3174,-118.1457,-158.1457,
2.3177,-118.3078,-158.3078,
2.318,-118.1737,-158.1737,
2.3183,-117.4822,-157.4822,
2.3186,-120.8596,-160.8596,
2.3189,-118.369,-158.369,
2.3192,-118.5419,-158.5419,
2.3195,-118.5052,-158.5052,
2.3198,-118.6192,-158.6192,
2.3201,-118.4999,-158.4999,
2.3204,-118.2713,-158.2713,
2.3207,-118.3714,-158.3714,
2.321,-118.2894,-158.2894,
2.3213,-117.1908,-157.1908,
2.3216,-120.1687,-160.1687,
2.3219,-118.2735,-158.2735,
2.3222,-118.8376,-158.8376,
2.3225,-117.8563,-157.8563,
2.3228,-118.1971,-158.1971,
2.3231,-117.6628,-157.6628,
2.3234,-117.6584,-157.6584,
2.3237,-118.0038,-158.0038,
2.324,-116.4381,-156.4381,
2.3243,-117.2171,-157.2171,
2.3246,-118.2571,-158.2571,
2.3249,-116.0379,-156.0379,
2.3252,-117.0572,-157.0572,
2.3255,-116.392,-156.392,
2.3258,-116.8202,-156.8202,
2.3261,-119.4185,-159.4185,
2.3264,-118.6628,-158.6628,
2.3267,-119.1459,-159.1459,
2.327,-118.1548,-158.1548,
2.3273,-118.7893,-158.7893,
2.3276,-118.7646,-158.7646,
2.3279,-116.8008,-156.8008,
2.3282,-119.3229,-159.3229,
2.3285,-117.4155,-157.4155,
2.3288,-118.7582,-158.7582,
2.3291,-117.619,-157.619,
2.3294,-119.0536,-159.0536,
2.3297,-118.8175,-158.8175,
2.33,-118.6443,-158.6443,
2.3303,-118.1041,-158.1041,
2.3306,-118.166,-158.166,
2.3309,-118.4612,-158.4612,
2.3312,-120.184,-160.184,
2.3315,-119.6894,-159.6894,
2.3318,-117.5083,-157.5083,
2.3321,-119.0295,-159.0295,
2.3324,-119.9809,-159.9809,
2.3327,-119.7577,-159.7577,
2.333,-117.4072,-157.4072,
2.3333,-119.2042,-159.2042,
2.3336,-117.2222,-157.2222,
2.3339,-120.7549,-160.7549,
2.3342,-117.0515,-157.0515,
2.3345,-116.963,-156.963,
2.3348,-118.8215,-158.8215,
2.3351,-119.6795,-159.6795,
2.3354,-120.4632,-160.4632,
2.3357,-117.4235,-157.4235,
2.336,-117.973,-157.973,
2.3363,-119.0506,-159.0506,
2.3366,-119.5066,-159.5066,
2.3369,-118.9744,-158.9744,
2.3372,-118.3702,-158.3702,
2.3375,-118.3888,-158.3888,
2.3378,-118.998,-158.998,
2.3381,-118.2337,-158.2337,
2.3384,-116.2848,-156.2848,
2.3387,-116.8431,-156.8431,
2.339,-117.3911,-157.3911,
2.3393,-117.4095,-157.4095,
2.3396,-117.2072,-157.2072,
2.3399,-118.0854,-158.0854,
2.3402,-119.1997,-159.1997,
2.3405,-120.1152,-160.1152,
2.3408,-120.8249,-160.8249,
2.3411,-119.7078,-159.7078,
2.3414,-119.2813,-159.2813,
2.3417,-118.187,-158.187,
2.342,-119.6184,-159.6184,
2.3423,-119.7543,-159.7543,
2.3426,-117.8001,-157.8001,
2.3429,-119.4135,-159.4135,
2.3432,-118.6667,-158.6667,
2.3435,-117.4621,-157.4621,
2.3438,-119.0853,-159.0853,
2.3441,-119.0205,-159.0205,
2.3444,-118.742,-158.742,
2.3447,-118.2908,-158.2908,
2.345,-118.0867,-158.0867,
2.3453,-116.5459,-156.5459,
2.3456,-118.7878,-158.7878,
2.3459,-119.8338,-159.8338,
2.3462,-117.8322,-157.8322,
2.3465,-117.7795,-157.7795,
2.3468,-118.2145,-158.2145,
2.3471,-118.0732,-158.0732,
2.3474,-118.4449,-158.4449,
2.3477,-118.6278,-158.6278,
2.348,-118.9908,-158.9908,
2.3483,-117.6258,-157.6258,
2.3486,-118.6741,-158.6741,
2.3489,-118.1871,-158.1871,
2.3492,-118.4423,-158.4423,
2.3495,-118.0341,-158.0341,
2.3498,-119.7038,-159.7038,
2.3501,-118.3183,-158.3183,
2.3504,-118.1067,-158.1067,
2.3507,-119.7143,-159.7143,
2.351,-118.533,-158.533,
2.3513,-118.426,-158.426,
2.3516,-118.1163,-158.1163,
2.3519,-118.9652,-158.9652,
2.3522,-117.677,-157.677,
2.3525,-119.2938,-159.2938,
2.3528,-118.0257,-158.0257,
2.3531,-119.1377,-159.1377,
2.3534,-118.8964,-158.8964,
2.3537,-117.2717,-157.2717,
2.354,-116.7147,-156.7147,
2.3543,-117.1422,-157.1422,
2.3546,-117.3329,-157.3329,
2.3549,-119.1053,-159.1053,
2.3552,-116.4323,-156.4323,
2.3555,-118.7951,-158.7951,
2.3558,-119.0932,-159.0932,
2.3561,-117.9434,-157.9434,
2.3564,-117.6617,-157.6617,
2.3567,-118.2891,-158.2891,
2.357,-115.9789,-155.9789,
2.3573,-117.2714,-157.2714,
2.3576,-117.0555,-157.0555,
2.3579,-116.2567,-156.2567,
2.3582,-117.9779,-157.9779,
2.3585,-117.8481,-157.8481,
2.3588,-119.5999,-159.5999,
2.3591,-119.4138,-159.4138,
2.3594,-117.7688,-157.7688,
2.3597,-117.7159,-157.7159,
2.36,-116.9625,-156.9625,
2.3603,-116.5508,-156.5508,
2.3606,-118.1484,-158.1484,
2.3609,-116.7812,-156.7812,
2.3612,-116.754,-156.754,
2.3615,-116.1211,-156.1211,
2.3618,-117.5639,-157.5639,
2.3621,-116.5057,-156.5057,
2.3624,-117.3119,-157.3119,
2.3627,-117.859,-157.859,
2.363,-117.5719,-157.5719,
2.3633,-119.1648,-159.1648,
2.3636,-116.9362,-156.9362,
2.3639,-117.4442,-157.4442,
2.3642,-117.2525,-157.2525,
2.3645,-119.5353,-159.5353,
2.3648,-117.9853,-157.9853,
2.3651,-117.6498,-157.6498,
2.3654,-118.1189,-158.1189,
2.3657,-117.6517,-157.6517,
2.366,-117.3642,-157.3642,
2.3663,-118.1392,-158.1392,
2.3666,-117.573,-157.573,
2.3669,-119.9276,-159.9276,
2.3672,-116.1685,-156.1685,
2.3675,-117.9267,-157.9267,
2.3678,-117.8179,-157.8179,
2.3681,-120.4645,-160.4645,
2.3684,-118.9622,-158.9622,
2.3687,-117.1663,-157.1663,
2.369,-118.5455,-158.5455,
2.3693,-119.9851,-159.9851,
2.3696,-117.3928,-157.3928,
2.3699,-118.7515,-158.7515,
2.3702,-119.7466,-159.7466,
2.3705,-117.6877,-157.6877,
2.3708,-118.7624,-158.7624,
2.3711,-118.0402,-158.0402,
2.3714,-118.479,-158.479,
2.3717,-117.8823,-157.8823,
2.372,-117.7617,-157.7617,
2.3723,-118.6798,-158.6798,
2.3726,-119.4353,-159.4353,
2.3729,-117.938,-157.938,
2.3732,-117.2163,-157.2163,
2.3735,-118.1792,-158.1792,
2.3738,-118.3208,-158.3208,
2.3741,-118.9103,-158.9103,
2.3744,-119.6838,-159.6838,
2.3747,-117.2,-157.2,
2.375,-118.9641,-158.9641,
2.3753,-118.0892,-158.0892,
2.3756,-119.4584,-159.4584,
2.3759,-119.2289,-159.2289,
2.3762,-118.856,-158.856,
2.3765,-116.9429,-156.9429,
2.3768,-117.6042,-157.6042,
2.3771,-118.608,-158.608,
2.3774,-120.3372,-160.3372,
2.3777,-118.8373,-158.8373,
2.378,-118.6305,-158.6305,
2.3783,-118.275,-158.275,
2.3786,-117.0442,-157.0442,
2.3789,-119.7929,-159.7929,
2.3792,-118.9404,-158.9404,
2.3795,-117.6948,-157.6948,
2.3798,-119.2209,-159.2209,
2.3801,-118.3785,-158.3785,
2.3804,-116.0097,-156.0097,
2.3807,-120.1449,-160.1449,
2.381,-119.0555,-159.0555,
2.3813,-117.5165,-157.5165,
2.3816,-117.2246,-157.2246,
2.3819,-118.1518,-158.1518,
2.3822,-118.2993,-158.2993,
2.3825,-118.4177,-158.4177,
2.3828,-117.3313,-157.3313,
2.3831,-116.8132,-156.8132,
2.3834,-119.1064,-159.1064,
2.3837,-118.8728,-158.8728,
2.384,-118.8649,-158.8649,
2.3843,-120.0732,-160.0732,
2.3846,-117.8333,-157.8333,
2.3849,-117.0821,-157.0821,
2.3852,-117.2883,-157.2883,
2.3855,-119.3527,-159.3527,
2.3858,-118.2924,-158.2924,
2.3861,-116.7235,-156.7235,
2.3864,-117.3837,-157.3837,
2.3867,-117.4489,-157.4489,
2.387,-119.6266,-159.6266,
2.3873,-118.4973,-158.4973,
2.3876,-118.0198,-158.0198,
2.3879,-117.386,-157.386,
2.3882,-119.5422,-159.5422,
2.3885,-119.4303,-159.4303,
2.3888,-118.3739,-158.3739,
2.3891,-117.9715,-157.9715,
2.3894,-117.6877,-157.6877,
2.3897,-118.6133,-158.6133,
2.39,-118.5506,-158.5506,
2.3903,-118.8033,-158.8033,
2.3906,-118.0428,-158.0428,
2.3909,-117.9865,-157.9865,
2.3912,-117.7123,-157.7123,
2.3915,-118.5127,-158.5127,
2.3918,-117.4649,-157.4649,
2.3921,-117.6247,-157.6247,
2.3924,-118.299,-158.299,
2.3927,-118.0779,-158.0779,
2.393,-118.7291,-158.7291,
2.3933,-116.2733,-156.2733,
2.3936,-118.6827,-158.6827,
2.3939,-118.4139,-158.4139,
2.3942,-118.4303,-158.4303,
2.3945,-118.1653,-158.1653,
2.3948,-117.9623,-157.9623,
2.3951,-118.2633,-158.2633,
2.3954,-118.6662,-158.6662,
2.3957,-117.4021,-157.4021,
2.396,-116.1114,-156.1114,
2.3963,-117.948,-157.948,
2.3966,-119.7153,-159.7153,
2.3969,-118.3255,-158.3255,
2.3972,-117.8678,-157.8678,
2.3975,-118.6213,-158.6213,
2.3978,-116.4368,-156.4368,
2.3981,-116.7648,-156.7648,
2.3984,-117.9906,-157.9906,
2.3987,-116.8535,-156.8535,
2.399,-117.9225,-157.9225,
2.3993,-118.8594,-158.8594,
2.3996,-115.2542,-155.2542,
2.3999,-116.9505,-156.9505,
2.4002,-116.9226,-156.9226,
2.4005,-116.6404,-156.6404,
2.4008,-118.1094,-158.1094,
2.4011,-116.4299,-156.4299,
2.4014,-117.4819,-157.4819,
2.4017,-115.3222,-155.3222,
2.402,-118.4624,-158.4624,
2.4023,-117.998,-157.998,
2.4026,-116.0846,-156.0846,
2.4029,-116.1377,-156.1377,
2.4032,-117.687,-157.687,
2.4035,-115.9875,-155.9875,
2.4038,-116.9757,-156.9757,
2.4041,-116.3475,-156.3475,
2.4044,-116.7403,-156.7403,
2.4047,-116.3178,-156.3178,
2.405,-118.2715,-158.2715,
2.4053,-118.5981,-158.5981,
2.4056,-118.0192,-158.0192,
2.4059,-117.3787,-157.3787,
2.4062,-119.7224,-159.7224,
2.4065,-118.4933,-158.4933,
2.4068,-117.3884,-157.3884,
2.4071,-117.6145,-157.6145,
2.4074,-119.1616,-159.1616,
2.4077,-119.4723,-159.4723,
2.408,-117.4658,-157.4658,
2.4083,-116.818,-156.818,
2.4086,-117.2921,-157.2921,
2.4089,-117.2075,-157.2075,
2.4092,-118.2938,-158.2938,
2.4095,-118.6887,-158.6887,
2.4098,-118.9451,-158.9451,
2.4101,-119.3786,-159.3786,
2.4104,-118.7368,-158.7368,
2.4107,-116.384,-156.384,
2.411,-117.5399,-157.5399,
2.4113,-120.4733,-160.4733,
2.4116,-118.8462,-158.8462,
2.4119,-118.139,-158.139,
2.4122,-120.6606,-160.6606,
2.4125,-117.4785,-157.4785,
2.4128,-119.3157,-159.3157,
2.4131,-114.369,-154.369,
2.4134,-115.1036,-155.1036,
2.4137,-116.3879,-156.3879,
2.414,-120.3614,-160.3614,
2.4143,-118.5192,-158.5192,
2.4146,-118.4348,-158.4348,
2.4149,-118.3081,-158.3081,
2.4152,-121.4806,-161.4806,
2.4155,-118.7505,-158.7505,
2.4158,-119.7819,-159.7819,
2.4161,-117.2068,-157.2068,
2.4164,-109.8809,-149.8809,
2.4167,-110.6503,-150.6503,
2.417,-117.4558,-157.4558,
2.4173,-118.7788,-158.7788,
2.4176,-118.3022,-158.3022,
2.4179,-117.6389,-157.6389,
2.4182,-118.5552,-158.5552,
2.4185,-118.5053,-158.5053,
2.4188,-119.0692,-159.0692,
2.4191,-120.4712,-160.4712,
2.4194,-117.6956,-157.6956,
2.4197,-117.7083,-157.7083,
2.42,-117.5915,-157.5915,
2.4203,-118.9126,-158.9126,
2.4206,-118.3134,-158.3134,
2.4209,-118.6543,-158.6543,
2.4212,-117.6742,-157.6742,
2.4215,-116.2988,-156.2988,
2.4218,-118.1972,-158.1972,
2.4221,-118.6301,-158.6301,
2.4224,-118.5225,-158.5225,
2.4227,-120.8834,-160.8834,
2.423,-118.5398,-158.5398,
2.4233,-118.8414,-158.8414,
2.4236,-118.4254,-158.4254,
2.4239,-118.9581,-158.9581,
2.4242,-118.6348,-158.6348,
2.4245,-117.2746,-157.2746,
2.4248,-119.5103,-159.5103,
2.4251,-118.3067,-158.3067,
2.4254,-119.8461,-159.8461,
2.4257,-118.0309,-158.0309,
2.426,-117.4706,-157.4706,
2.4263,-118.0959,-158.0959,
2.4266,-118.7268,-158.7268,
2.4269,-116.8791,-156.8791,
2.4272,-117.5558,-157.5558,
2.4275,-117.8287,-157.8287,
2.4278,-118.3394,-158.3394,
2.4281,-116.3556,-156.3556,
2.4284,-118.0725,-158.0725,
2.4287,-116.7079,-156.7079,
2.429,-116.6871,-156.6871,
2.4293,-119.0865,-159.0865,
2.4296,-117.8484,-157.8484,
2.4299,-118.9735,-158.9735,
2.4302,-116.7664,-156.7664,
2.4305,-118.3105,-158.3105,
2.4308,-119.2892,-159.2892,
2.4311,-118.0543,-158.0543,
2.4314,-118.8446,-158.8446,
2.4317,-118.7714,-158.7714,
2.432,-117.4906,-157.4906,
2.4323,-117.107,-157.107,
2.4326,-116.8512,-156.8512,
2.4329,-118.1026,-158.1026,
2.4332,-116.7593,-156.7593,
2.4335,-117.3857,-157.3857,
2.4338,-117.8226,-157.8226,
2.4341,-116.2814,-156.2814,
2.4344,-118.3475,-158.3475,
2.4347,-116.6362,-156.6362,
2.435,-117.861,-157.861,
2.4353,-118.5584,-158.5584,
2.4356,-116.986,-156.986,
2.4359,-118.7643,-158.7643,
2.4362,-118.9374,-158.9374,
2.4365,-115.9613,-155.9613,
2.4368,-117.7638,-157.7638,
2.4371,-118.2096,-158.2096,
2.4374,-116.91,-156.91,
2.4377,-116.7308,-156.7308,
2.438,-117.0484,-157.0484,
2.4383,-117.0224,-157.0224,
2.4386,-115.6365,-155.6365,
2.4389,-116.8697,-156.8697,
2.4392,-116.8847,-156.8847,
2.4395,-118.9397,-158.9397,
2.4398,-114.8999,-154.8999,
2.4401,-118.0584,-158.0584,
2.4404,-117.2264,-157.2264,
2.4407,-118.0508,-158.0508,
2.441,-118.5064,-158.5064,
2.4413,-116.0609,-156.0609,
2.4416,-116.6797,-156.6797,
2.4419,-116.4853,-156.4853,
2.4422,-116.5801,-156.5801,
2.4425,-116.9098,-156.9098,
2.4428,-115.3191,-155.3191,
2.4431,-116.4977,-156.4977,
2.4434,-118.3163,-158.3163,
2.4437,-117.4172,-157.4172,
2.444,-119.1786,-159.1786,
2.4443,-116.2699,-156.2699,
2.4446,-117.6708,-157.6708,
2.4449,-118.4676,-158.4676,
2.4452,-117.3379,-157.3379,
2.4455,-117.8001,-157.8001,
2.4458,-117.4273,-157.4273,
2.4461,-118.3757,-158.3757,
2.4464,-118.7936,-158.7936,
2.4467,-117.3386,-157.3386,
2.447,-116.6056,-156.6056,
2.4473,-119.7021,-159.7021,
2.4476,-117.532,-157.532,
2.4479,-117.1581,-157.1581,
2.4482,-117.859,-157.859,
2.4485,-118.7031,-158.7031,
2.4488,-117.5014,-157.5014,
2.4491,-118.1646,-158.1646,
2.4494,-119.0135,-159.0135,
2.4497,-118.1935,-158.1935,
2.45,-118.3319,-158.3319,
2.4503,-117.1274,-157.1274,
2.4506,-118.9398,-158.9398,
2.4509,-117.2835,-157.2835,
2.4512,-118.4899,-158.4899,
2.4515,-118.344,-158.344,
2.4518,-118.6221,-158.6221,
2.4521,-118.0673,-158.0673,
2.4524,-118.0532,-158.0532,
2.4527,-118.1859,-158.1859,
2.453,-118.9044,-158.9044,
2.4533,-118.3457,-158.3457,
2.4536,-119.5635,-159.5635,
